Gender,Surface,Winner,Loser,WRank,LRank,WPts,LPts
Female,Grass,Schiavone F.,Zheng J.,71,90,775,689
Female,Grass,Riske A.,Kichenok L.,40,172,1256,353
Female,Grass,Kichenok N.,Fichman S.,117,84,533,708
Female,Grass,Barthel M.,Tomljanovic A.,57,51,910,1040
Female,Grass,Duval V.,Garcia C.,126,45,503,1174
Female,Grass,Keys M.,Pereira T.,42,91,1205,683
Female,Grass,Peer S.,Mladenovic K.,86,103,705,620
Female,Grass,Zhang S.,Daniilidou E.,36,345,1351,118
Female,Grass,Giorgi C.,Dunne K.,44,440,1185,79
Female,Grass,Dellacqua C.,Radwanska U.,43,93,1185,670
Female,Grass,Konta J.,Nara K.,110,39,587,1264
Female,Grass,Mchale C.,Schmiedlova A.,49,55,1094,974
Female,Grass,Cetkovska P.,Cadantu A.,67,85,832,705
Female,Grass,Wozniak A.,Watson H.,135,69,456,790
Female,Grass,Zahlavova Strycova B.,Broady N.,62,163,894,382
Female,Grass,Babos T.,Erakovic M.,108,65,607,868
Female,Grass,Puig M.,Voegele S.,50,76,1065,745
Female,Grass,Ivanovic A.,Barthel M.,13,57,3305,910
Female,Grass,Vandeweghe C.,Wickmayer Y.,75,54,748,992
Female,Grass,Hantuchova D.,Bencic B.,31,77,1586,744
Female,Grass,Davis L.,Duval V.,61,126,895,503
Female,Grass,Babos T.,Keys M.,108,42,607,1205
Female,Grass,Date Krumm K.,Puig M.,78,50,736,1065
Female,Grass,Zahlavova Strycova B.,Safarova L.,62,21,894,2185
Female,Grass,Stephens S.,Schiavone F.,19,71,2441,775
Female,Grass,Stosur S.,Mchale C.,17,49,2565,1094
Female,Grass,Riske A.,Kichenok N.,40,117,1256,533
Female,Grass,Zhang S.,Peer S.,36,86,1351,705
Female,Grass,Koukalova K.,Razzano V.,33,104,1495,616
Female,Grass,Dellacqua C.,Lepchenko V.,43,59,1185,903
Female,Grass,Cetkovska P.,Rybarikova M.,67,35,832,1360
Female,Grass,Flipkens K.,Giorgi C.,25,44,1980,1185
Female,Grass,Wozniak A.,Konta J.,135,110,456,587
Female,Grass,Stephens S.,Riske A.,19,40,2441,1256
Female,Grass,Zahlavova Strycova B.,Babos T.,62,108,894,607
Female,Grass,Zhang S.,Cetkovska P.,36,67,1351,832
Female,Grass,Date Krumm K.,Hantuchova D.,78,31,736,1586
Female,Grass,Ivanovic A.,Davis L.,13,61,3305,895
Female,Grass,Koukalova K.,Vandeweghe C.,33,75,1495,748
Female,Grass,Dellacqua C.,Stosur S.,43,17,1185,2565
Female,Grass,Flipkens K.,Wozniak A.,25,135,1980,456
Female,Grass,Zhang S.,Stephens S.,36,19,1351,2441
Female,Grass,Ivanovic A.,Koukalova K.,13,33,3305,1495
Female,Grass,Dellacqua C.,Date Krumm K.,43,78,1185,736
Female,Grass,Zahlavova Strycova B.,Flipkens K.,62,25,894,1980
Female,Grass,Ivanovic A.,Zhang S.,13,36,3305,1351
Female,Grass,Zahlavova Strycova B.,Dellacqua C.,62,43,894,1185
Female,Grass,Ivanovic A.,Zahlavova Strycova B.,13,62,3305,894
Female,Grass,Kerber A.,Riske A.,9,44,3830,1171
Female,Grass,Pavlyuchenkova A.,Radwanska A.,26,4,1885,5990
Female,Grass,Vesnina E.,Peng S.,32,60,1520,905
Female,Grass,Wozniacki C.,Stosur S.,16,17,2700,2565
Female,Grass,Stephens S.,Garcia C.,18,46,2540,1169
Female,Grass,Cornet A.,Jovanovski B.,25,45,1995,1170
Female,Grass,Hantuchova D.,Vinci R.,35,21,1361,2150
Female,Grass,Konta J.,Bencic B.,109,72,602,773
Female,Grass,Lepchenko V.,Zhang S.,57,33,932,1496
Female,Grass,Giorgi C.,Azarenka V.,42,8,1214,3841
Female,Grass,Pennetta F.,Hsieh S.W.,12,119,3324,533
Female,Grass,Davis L.,Errani S.,58,14,920,3120
Female,Grass,Makarova E.,Schiavone F.,22,77,2130,735
Female,Grass,Kvitova P.,Safarova L.,6,23,4570,2085
Female,Grass,Keys M.,Jankovic J.,47,7,1165,3990
Female,Grass,Watson H.,Pironkova T.,70,37,790,1328
Female,Grass,Kerber A.,Cornet A.,9,25,3830,1995
Female,Grass,Davis L.,Hantuchova D.,58,35,920,1361
Female,Grass,Giorgi C.,Konta J.,42,109,1214,602
Female,Grass,Wozniacki C.,Stephens S.,16,18,2700,2540
Female,Grass,Makarova E.,Pavlyuchenkova A.,22,26,2130,1885
Female,Grass,Watson H.,Pennetta F.,70,12,790,3324
Female,Grass,Keys M.,Vesnina E.,47,32,1165,1520
Female,Grass,Kvitova P.,Lepchenko V.,6,57,4570,932
Female,Grass,Kerber A.,Makarova E.,9,22,3830,2130
Female,Grass,Wozniacki C.,Giorgi C.,16,42,2700,1214
Female,Grass,Watson H.,Kvitova P.,70,6,790,4570
Female,Grass,Keys M.,Davis L.,47,58,1165,920
Female,Grass,Kerber A.,Wozniacki C.,9,16,3830,2700
Female,Grass,Keys M.,Watson H.,47,70,1165,790
Female,Grass,Keys M.,Kerber A.,47,9,1165,3830
Female,Grass,Rybarikova M.,Mestach A.S.,39,146,1290,419
Female,Grass,Meusburger Y.,Kanepi K.,38,41,1317,1222
Female,Grass,Petkovic A.,Wickmayer Y.,20,54,2205,1007
Female,Grass,Beck A.,Glushko J.,55,82,996,710
Female,Grass,Muguruza G.,Kerkhove L.,27,247,1705,215
Female,Grass,Zheng J.,Puig M.,90,51,689,1093
Female,Grass,Svitolina E.,Nara K.,34,40,1385,1264
Female,Grass,Barthel M.,Kirilenko M.,59,87,910,698
Female,Grass,Krajicek M.,Cepelova J.,207,62,274,886
Female,Grass,Vandeweghe C.,Erakovic M.,69,66,802,839
Female,Grass,Koukalova K.,Torro Flor M.T.,31,53,1525,1008
Female,Grass,Flipkens K.,Hercog P.,24,64,2025,885
Female,Grass,Suarez Navarro C.,Zahlavova Strycova B.,15,43,2935,1181
Female,Grass,Shvedova Y.,Cibulkova D.,67,10,829,3735
Female,Grass,Muguruza G.,Meusburger Y.,27,38,1705,1317
Female,Grass,King V.,Bouchard E.,75,13,751,3320
Female,Grass,Halep S.,Govortsova O.,3,110,6280,595
Female,Grass,Rybarikova M.,Petkovic A.,39,20,1290,2205
Female,Grass,Koukalova K.,Barthel M.,31,59,1525,910
Female,Grass,Zheng J.,Suarez Navarro C.,90,15,689,2935
Female,Grass,Vandeweghe C.,King V.,69,75,802,751
Female,Grass,Shvedova Y.,Krajicek M.,67,207,829,274
Female,Grass,Svitolina E.,Flipkens K.,34,24,1385,2025
Female,Grass,Beck A.,Halep S.,55,3,996,6280
Female,Grass,Zheng J.,Svitolina E.,90,34,689,1385
Female,Grass,Rybarikova M.,Beck A.,39,55,1290,996
Female,Grass,Koukalova K.,Shvedova Y.,31,67,1525,829
Female,Grass,Vandeweghe C.,Muguruza G.,69,27,802,1705
Female,Grass,Zheng J.,Rybarikova M.,90,39,689,1290
Female,Grass,Vandeweghe C.,Koukalova K.,69,31,802,1525
Female,Grass,Vandeweghe C.,Zheng J.,69,90,802,689
Female,Grass,Makarova E.,Date Krumm K.,22,58,2130,920
Female,Grass,Doi M.,Svitolina E.,98,34,650,1385
Female,Grass,Hercog P.,Ormaechea P.,64,96,885,653
Female,Grass,Konjuh A.,Erakovic M.,188,66,320,839
Female,Grass,Zahlavova Strycova B.,Kudryavtseva A.,43,135,1181,460
Female,Grass,Vesnina E.,Mayr P.,32,73,1520,773
Female,Grass,Wickmayer Y.,Stosur S.,54,17,1007,2565
Female,Grass,Peng S.,Konta J.,60,109,905,602
Female,Grass,Kirilenko M.,Stephens S.,87,18,698,2540
Female,Grass,Azarenka V.,Lucic M.,8,108,3841,604
Female,Grass,Jovanovski B.,Larsson J.,45,81,1170,713
Female,Grass,Davis L.,Kleybanova A.,58,83,920,709
Female,Grass,Meusburger Y.,King V.,38,75,1317,751
Female,Grass,Safarova L.,Goerges J.,23,101,2085,635
Female,Grass,Nara K.,Friedsam A.L.,40,111,1264,567
Female,Grass,Williams V.,Torro Flor M.T.,30,53,1596,1008
Female,Grass,Li N.,Kania P.,2,175,7450,339
Female,Grass,Gajdosova J.,Voegele S.,177,76,339,745
Female,Grass,Barthel M.,Oprandi R.,59,183,910,329
Female,Grass,Broady N.,Babos T.,164,94,382,660
Female,Grass,Pennetta F.,Cepelova J.,12,62,3324,886
Female,Grass,Dellacqua C.,Kontaveit A.,36,176,1360,339
Female,Grass,Vandeweghe C.,Muguruza G.,69,27,802,1705
Female,Grass,Smitkova T.,Hsieh S.W.,174,119,341,533
Female,Grass,Van Uytvanck A.,Niculescu M.,93,65,670,840
Female,Grass,Kvitova P.,Hlavackova A.,6,117,4570,541
Female,Grass,Cibulkova D.,Wozniak A.,10,118,3735,535
Female,Grass,Pliskova Ka.,Knapp K.,50,48,1100,1145
Female,Grass,Cornet A.,Schmiedlova A.,25,56,1995,974
Female,Grass,Begu I.,Razzano V.,80,99,723,645
Female,Grass,Petkovic A.,Piter K.,20,103,2205,621
Female,Grass,Lisicki S.,Glushko J.,19,82,2397,710
Female,Grass,Bacsinszky T.,Fichman S.,86,85,702,704
Female,Grass,Radwanska A.,Mitu A.,4,214,5990,265
Female,Grass,Wozniacki C.,Peer S.,16,78,2700,734
Female,Grass,Garcia C.,Errani S.,46,14,1169,3120
Female,Grass,Keys M.,Puig M.,47,51,1165,1093
Female,Grass,Lepchenko V.,Pironkova T.,57,37,932,1328
Female,Grass,Cetkovska P.,Jaksic J.,61,122,886,517
Female,Grass,Watson H.,Tomljanovic A.,70,52,790,1035
Female,Grass,Bencic B.,Rybarikova M.,72,39,773,1290
Female,Grass,Larcherde Brito M.,Kuznetsova S.,104,28,614,1636
Female,Grass,Sharapova M.,Murray S.,5,242,4741,222
Female,Grass,Duval V.,Cirstea S.,115,29,550,1611
Female,Grass,Kerber A.,Radwanska U.,9,92,3830,670
Female,Grass,Bouchard E.,Hantuchova D.,13,35,3320,1361
Female,Grass,Koukalova K.,Townsend T.,31,148,1525,411
Female,Grass,Shvedova Y.,Pliskova Kr.,67,100,829,641
Female,Grass,Flipkens K.,Paszek T.,24,123,2025,515
Female,Grass,Kanepi K.,Jankovic J.,41,7,1222,3990
Female,Grass,Williams S.,Tatishvili A.,1,114,9660,558
Female,Grass,Zheng J.,Beck A.,90,55,689,996
Female,Grass,Dominguez Lino L.,Martic P.,132,127,466,490
Female,Grass,Suarez Navarro C.,Zhang S.,15,33,2935,1496
Female,Grass,Riske A.,Pavlyuchenkova A.,44,26,1171,1885
Female,Grass,Soler Espinosa S.,Govortsova O.,74,110,754,595
Female,Grass,Ivanovic A.,Schiavone F.,11,77,3630,735
Female,Grass,Tsurenko L.,Pfizenmaier D.,144,116,424,546
Female,Grass,Halep S.,Pereira T.,3,91,6280,683
Female,Grass,Giorgi C.,Cadantu A.,42,84,1214,705
Female,Grass,Scheepers C.,Mchale C.,97,49,650,1123
Female,Grass,Vekic D.,Vinci R.,89,21,690,2150
Female,Grass,Zvonareva V.,Moore T.,561,245,51,219
Female,Grass,Diyas Z.,Mladenovic K.,71,107,781,608
Female,Grass,Li N.,Meusburger Y.,2,38,7450,1317
Female,Grass,Zahlavova Strycova B.,Vesnina E.,43,32,1181,1520
Female,Grass,Williams V.,Nara K.,30,40,1596,1264
Female,Grass,Radwanska A.,Dellacqua C.,4,36,5990,1360
Female,Grass,Makarova E.,Doi M.,22,98,2130,650
Female,Grass,Kvitova P.,Barthel M.,6,59,4570,910
Female,Grass,Garcia C.,Lepchenko V.,46,57,1169,932
Female,Grass,Jovanovski B.,Azarenka V.,45,8,1170,3841
Female,Grass,Safarova L.,Hercog P.,23,64,2085,885
Female,Grass,Konjuh A.,Wickmayer Y.,188,54,320,1007
Female,Grass,Smitkova T.,Vandeweghe C.,174,69,341,802
Female,Grass,Cibulkova D.,Van Uytvanck A.,10,93,3735,670
Female,Grass,Peng S.,Kirilenko M.,60,87,905,698
Female,Grass,Wozniacki C.,Broady N.,16,164,2700,382
Female,Grass,Davis L.,Pennetta F.,58,12,920,3324
Female,Grass,Larcherde Brito M.,Gajdosova J.,104,177,614,339
Female,Grass,Cornet A.,Cetkovska P.,25,61,1995,886
Female,Grass,Williams S.,Scheepers C.,1,97,9660,650
Female,Grass,Diyas Z.,Suarez Navarro C.,71,15,781,2935
Female,Grass,Shvedova Y.,Kanepi K.,67,41,829,1222
Female,Grass,Ivanovic A.,Zheng J.,11,90,3630,689
Female,Grass,Lisicki S.,Pliskova Ka.,19,50,2397,1100
Female,Grass,Flipkens K.,Dominguez Lino L.,24,132,2025,466
Female,Grass,Petkovic A.,Begu I.,20,80,2205,723
Female,Grass,Riske A.,Giorgi C.,44,42,1171,1214
Female,Grass,Kerber A.,Watson H.,9,70,3830,790
Female,Grass,Bouchard E.,Soler Espinosa S.,13,74,3320,754
Female,Grass,Keys M.,Koukalova K.,47,31,1165,1525
Female,Grass,Sharapova M.,Bacsinszky T.,5,86,4741,702
Female,Grass,Zvonareva V.,Vekic D.,561,89,51,690
Female,Grass,Bencic B.,Duval V.,72,115,773,550
Female,Grass,Halep S.,Tsurenko L.,3,144,6280,424
Female,Grass,Makarova E.,Garcia C.,22,46,2130,1169
Female,Grass,Wozniacki C.,Konjuh A.,16,188,2700,320
Female,Grass,Zahlavova Strycova B.,Li N.,43,2,1181,7450
Female,Grass,Peng S.,Davis L.,60,58,905,920
Female,Grass,Smitkova T.,Jovanovski B.,174,45,341,1170
Female,Grass,Safarova L.,Cibulkova D.,23,10,2085,3735
Female,Grass,Kvitova P.,Williams V.,6,30,4570,1596
Female,Grass,Radwanska A.,Larcherde Brito M.,4,104,5990,614
Female,Grass,Cornet A.,Williams S.,25,1,1995,9660
Female,Grass,Diyas Z.,Zvonareva V.,71,561,781,51
Female,Grass,Bouchard E.,Petkovic A.,13,20,3320,2205
Female,Grass,Sharapova M.,Riske A.,5,44,4741,1171
Female,Grass,Halep S.,Bencic B.,3,72,6280,773
Female,Grass,Kerber A.,Flipkens K.,9,24,3830,2025
Female,Grass,Shvedova Y.,Keys M.,67,47,829,1165
Female,Grass,Lisicki S.,Ivanovic A.,19,11,2397,3630
Female,Grass,Safarova L.,Smitkova T.,23,174,2085,341
Female,Grass,Zahlavova Strycova B.,Wozniacki C.,43,16,1181,2700
Female,Grass,Bouchard E.,Cornet A.,13,25,3320,1995
Female,Grass,Kvitova P.,Peng S.,6,60,4570,905
Female,Grass,Makarova E.,Radwanska A.,22,4,2130,5990
Female,Grass,Halep S.,Diyas Z.,3,71,6280,781
Female,Grass,Lisicki S.,Shvedova Y.,19,67,2397,829
Female,Grass,Kerber A.,Sharapova M.,9,5,3830,4741
Female,Grass,Safarova L.,Makarova E.,23,22,2085,2130
Female,Grass,Kvitova P.,Zahlavova Strycova B.,6,43,4570,1181
Female,Grass,Bouchard E.,Kerber A.,13,9,3320,3830
Female,Grass,Halep S.,Lisicki S.,3,19,6280,2397
Female,Grass,Kvitova P.,Safarova L.,6,23,4570,2085
Female,Grass,Bouchard E.,Halep S.,13,3,3320,6280
Female,Grass,Kvitova P.,Bouchard E.,6,13,4570,3320
Female,Clay,Pliskova Ka.,Barthel M.,48,62,1070,908
Female,Clay,Moser L.M.,Neuwirth Y.,315,310,135,138
Female,Clay,Voegele S.,Goerges J.,75,95,740,640
Female,Clay,Rogers S.,Pliskova Kr.,147,94,413,644
Female,Clay,Pfizenmaier D.,Torro Flor M.T.,125,60,501,918
Female,Clay,Bogdan A.,Tomljanovic A.,308,55,139,985
Female,Clay,Svitolina E.,Mayr P.,35,77,1395,739
Female,Clay,Petkovic A.,Cepelova J.,20,70,2235,794
Female,Clay,Min G.,Garcia Vidagany B.,138,186,440,319
Female,Clay,Giorgi C.,Hlavackova A.,40,116,1223,537
Female,Clay,Falconi I.,Larsson J.,182,73,333,755
Female,Clay,Scheepers C.,Duque Marino M.,80,196,715,293
Female,Clay,Ormaechea P.,Jaksic J.,96,124,635,503
Female,Clay,Meusburger Y.,Smitkova T.,38,99,1325,619
Female,Clay,Suarez Navarro C.,Siegemund L.,16,210,2695,267
Female,Clay,Errani S.,Siniakova K.,14,133,3125,464
Female,Clay,Pliskova Ka.,Bogdan A.,48,308,1070,139
Female,Clay,Min G.,Falconi I.,138,182,440,333
Female,Clay,Voegele S.,Svitolina E.,75,35,740,1395
Female,Clay,Petkovic A.,Pfizenmaier D.,20,125,2235,501
Female,Clay,Giorgi C.,Moser L.M.,40,315,1223,135
Female,Clay,Rogers S.,Suarez Navarro C.,147,16,413,2695
Female,Clay,Errani S.,Ormaechea P.,14,96,3125,635
Female,Clay,Scheepers C.,Meusburger Y.,80,38,715,1325
Female,Clay,Min G.,Pliskova Ka.,138,48,440,1070
Female,Clay,Petkovic A.,Voegele S.,20,75,2235,740
Female,Clay,Rogers S.,Giorgi C.,147,40,413,1223
Female,Clay,Errani S.,Scheepers C.,14,80,3125,715
Female,Clay,Petkovic A.,Min G.,20,138,2235,440
Female,Clay,Rogers S.,Errani S.,147,14,413,3125
Female,Clay,Petkovic A.,Rogers S.,20,147,2235,413
Female,Clay,Buyukakcay C.,Cepede Royg V.,164,128,378,480
Female,Clay,Arruabarrena L.,Beck A.,120,59,518,930
Female,Clay,Niculescu M.,Koukalova K.,68,32,845,1445
Female,Clay,Hercog P.,Tatishvili A.,61,108,915,574
Female,Clay,Dinu C.,Kichenok N.,228,110,240,563
Female,Clay,Kucova K.,Schmiedlova A.,166,57,376,934
Female,Clay,Cetkovska P.,Cadantu A.,78,97,736,626
Female,Clay,Kovinic D.,Kontaveit A.,112,168,553,371
Female,Clay,Kostova E.,Lim A.,244,146,219,416
Female,Clay,Soler Espinosa S.,Karatantcheva S.,79,183,724,328
Female,Clay,Krunic A.,Panova A.,155,131,396,466
Female,Clay,Knapp K.,Olaru R.,67,887,875,15
Female,Clay,Piter K.,Mitu A.,104,211,607,265
Female,Clay,Bertens K.,Begu I.,85,64,689,898
Female,Clay,Halep S.,De Vroome I.,3,190,6785,308
Female,Clay,Vinci R.,Dulgheru A.,24,98,1880,625
Female,Clay,Arruabarrena L.,Buyukakcay C.,120,164,518,378
Female,Clay,Hercog P.,Piter K.,61,104,915,607
Female,Clay,Kucova K.,Dinu C.,166,228,376,240
Female,Clay,Niculescu M.,Kostova E.,68,244,845,219
Female,Clay,Cetkovska P.,Bertens K.,78,85,736,689
Female,Clay,Kovinic D.,Knapp K.,112,67,553,875
Female,Clay,Halep S.,Krunic A.,3,155,6785,396
Female,Clay,Vinci R.,Soler Espinosa S.,24,79,1880,724
Female,Clay,Niculescu M.,Hercog P.,68,61,845,915
Female,Clay,Kucova K.,Kovinic D.,166,112,376,553
Female,Clay,Vinci R.,Cetkovska P.,24,78,1880,736
Female,Clay,Halep S.,Arruabarrena L.,3,120,6785,518
Female,Clay,Vinci R.,Kucova K.,24,166,1880,376
Female,Clay,Halep S.,Niculescu M.,3,68,6785,845
Female,Clay,Halep S.,Vinci R.,3,24,6785,1880
Female,Clay,Arruabarrena L.,Begu I.,108,63,573,898
Female,Clay,Cepelova J.,Peterson R.,71,251,794,212
Female,Clay,Scheepers C.,Duque Marino M.,91,196,645,293
Female,Clay,Min G.,Pavlyuchenkova A.,114,23,548,1890
Female,Clay,Pfizenmaier D.,Hercog P.,134,58,461,945
Female,Clay,Beck A.,Piter K.,64,101,896,603
Female,Clay,Panova A.,Cadantu A.,137,125,449,498
Female,Clay,Kanepi K.,Larsson J.,54,78,1000,738
Female,Clay,Siegemund L.,Shvedova Y.,201,52,285,1017
Female,Clay,Putintseva Y.,Pereira T.,204,88,275,652
Female,Clay,Kontaveit A.,Cornet A.,161,21,379,2075
Female,Clay,Hogenkamp R.,Schmiedlova A.,152,68,402,844
Female,Clay,Barthel M.,Martincova T.,61,267,908,183
Female,Clay,Dabrowski G.,Giorgi C.,236,39,231,1282
Female,Clay,Goerges J.,Torro Flor M.T.,94,65,640,889
Female,Clay,Soler Espinosa S.,Arvidsson S.,84,132,684,465
Female,Clay,Cepelova J.,Kontaveit A.,71,161,794,379
Female,Clay,Scheepers C.,Siegemund L.,91,201,645,285
Female,Clay,Arruabarrena L.,Beck A.,108,64,573,896
Female,Clay,Putintseva Y.,Pfizenmaier D.,204,134,275,461
Female,Clay,Barthel M.,Dabrowski G.,61,236,908,231
Female,Clay,Panova A.,Min G.,137,114,449,548
Female,Clay,Soler Espinosa S.,Goerges J.,84,94,684,640
Female,Clay,Kanepi K.,Hogenkamp R.,54,152,1000,402
Female,Clay,Soler Espinosa S.,Panova A.,84,137,684,449
Female,Clay,Scheepers C.,Arruabarrena L.,91,108,645,573
Female,Clay,Barthel M.,Kanepi K.,61,54,908,1000
Female,Clay,Cepelova J.,Putintseva Y.,71,204,794,275
Female,Clay,Scheepers C.,Cepelova J.,91,71,645,794
Female,Clay,Barthel M.,Soler Espinosa S.,61,84,908,684
Female,Clay,Barthel M.,Scheepers C.,61,91,908,645
Female,Hard,Jovanovski B.,Van Uytvanck A.,40,80,1200,700
Female,Hard,Svitolina E.,Kovinic D.,35,116,1395,542
Female,Hard,Koukalova K.,Vekic D.,33,74,1415,755
Female,Hard,Doi M.,Niculescu M.,85,59,683,935
Female,Hard,Voegele S.,Pironkova T.,72,55,780,996
Female,Hard,Konjuh A.,Rybarikova M.,139,37,440,1345
Female,Hard,Siniakova K.,Glushko J.,130,103,469,594
Female,Hard,Peer S.,Kulichkova E.,97,207,625,273
Female,Hard,Mladenovic K.,Mayr P.,102,77,596,739
Female,Hard,Schiavone F.,Jaksic J.,75,123,740,503
Female,Hard,Nara K.,Konta J.,38,89,1284,652
Female,Hard,Dulgheru A.,Kozlova K.,99,128,619,477
Female,Hard,Knapp K.,Soylu I.,67,351,875,111
Female,Hard,Vinci R.,Tatishvili A.,24,112,1780,558
Female,Hard,Pliskova Ka.,Buyukakcay C.,47,153,1100,400
Female,Hard,Wozniacki C.,Bencic B.,15,62,2825,903
Female,Hard,Svitolina E.,Voegele S.,35,72,1395,780
Female,Hard,Mladenovic K.,Koukalova K.,102,33,596,1415
Female,Hard,Schiavone F.,Jovanovski B.,75,40,740,1200
Female,Hard,Wozniacki C.,Knapp K.,15,67,2825,875
Female,Hard,Konjuh A.,Doi M.,139,85,440,683
Female,Hard,Nara K.,Siniakova K.,38,130,1284,469
Female,Hard,Pliskova Ka.,Peer S.,47,97,1100,625
Female,Hard,Vinci R.,Dulgheru A.,24,99,1780,619
Female,Hard,Konjuh A.,Svitolina E.,139,35,440,1395
Female,Hard,Mladenovic K.,Schiavone F.,102,75,596,740
Female,Hard,Vinci R.,Nara K.,24,38,1780,1284
Female,Hard,Wozniacki C.,Pliskova Ka.,15,47,2825,1100
Female,Hard,Vinci R.,Konjuh A.,24,139,1780,440
Female,Hard,Wozniacki C.,Mladenovic K.,15,102,2825,596
Female,Hard,Wozniacki C.,Vinci R.,15,24,2825,1780
Female,Hard,Voegele S.,Cadantu A.,72,131,790,469
Female,Hard,Jovanovski B.,Mayr P.,40,83,1200,689
Female,Hard,Radwanska U.,Van Uytvanck A.,117,86,529,676
Female,Hard,Piter K.,Pliskova Kr.,120,94,513,644
Female,Hard,Parmentier P.,Dulgheru A.,95,96,637,637
Female,Hard,Peer S.,Meusburger Y.,90,60,654,905
Female,Hard,Mladenovic K.,Watson H.,81,57,693,980
Female,Hard,Vekic D.,Savchuk O.,76,215,755,258
Female,Hard,Dolonc V.,Gaydarzhi K.,162,1040,370,9
Female,Hard,Schiavone F.,Nara K.,75,39,770,1274
Female,Hard,Eguchi M.,Rybarikova M.,183,36,315,1345
Female,Hard,Glushko J.,Bondarenko K.,102,679,594,32
Female,Hard,Cepelova J.,Jafarova N.,62,N/A,894,N/A
Female,Hard,Svitolina E.,Abduraimova N.,37,191,1325,298
Female,Hard,Soler Espinosa S.,Kovinic D.,73,112,780,542
Female,Hard,Cirstea S.,Jabeur O.,29,153,1521,391
Female,Hard,Eguchi M.,Radwanska U.,183,117,315,529
Female,Hard,Jovanovski B.,Piter K.,40,120,1200,513
Female,Hard,Peer S.,Dolonc V.,90,162,654,370
Female,Hard,Parmentier P.,Cepelova J.,95,62,637,894
Female,Hard,Voegele S.,Cirstea S.,72,29,790,1521
Female,Hard,Schiavone F.,Glushko J.,75,102,770,594
Female,Hard,Mladenovic K.,Vekic D.,81,76,693,755
Female,Hard,Svitolina E.,Soler Espinosa S.,37,73,1325,780
Female,Hard,Jovanovski B.,Eguchi M.,40,183,1200,315
Female,Hard,Voegele S.,Peer S.,72,90,790,654
Female,Hard,Svitolina E.,Parmentier P.,37,95,1325,637
Female,Hard,Schiavone F.,Mladenovic K.,75,81,770,693
Female,Hard,Jovanovski B.,Voegele S.,40,72,1200,790
Female,Hard,Svitolina E.,Schiavone F.,37,75,1325,770
Female,Hard,Svitolina E.,Jovanovski B.,37,40,1325,1200
Female,Hard,Pliskova Ka.,Date Krumm K.,45,43,1130,1140
Female,Hard,Osaka N.,Stosur S.,406,19,90,2415
Female,Hard,Vickery S.,Zhang S.,193,30,292,1396
Female,Hard,Lepchenko V.,Garcia C.,59,44,932,1139
Female,Hard,Petkovic A.,Tomljanovic A.,18,55,2460,985
Female,Hard,Vandeweghe C.,Ahn K.,48,912,1085,13
Female,Hard,Puig M.,Suarez Navarro C.,71,16,817,2695
Female,Hard,Zhao C.,Wickmayer Y.,421,65,83,884
Female,Hard,Muguruza G.,Cibulkova D.,28,12,1535,3167
Female,Hard,Ivanovic A.,Lisicki S.,11,29,3660,1427
Female,Hard,Williams V.,Kania P.,25,181,1726,310
Female,Hard,Hantuchova D.,Ormaechea P.,33,89,1361,663
Female,Hard,Vickery S.,Puig M.,193,71,292,817
Female,Hard,Lepchenko V.,Radwanska A.,59,5,932,5130
Female,Hard,Petkovic A.,Osaka N.,18,406,2460,90
Female,Hard,Williams S.,Pliskova Ka.,1,45,9231,1130
Female,Hard,Muguruza G.,Hantuchova D.,28,33,1535,1361
Female,Hard,Kerber A.,Vandeweghe C.,8,48,4365,1085
Female,Hard,Ivanovic A.,Zhao C.,11,421,3660,83
Female,Hard,Williams V.,Azarenka V.,25,10,1726,3812
Female,Hard,Kerber A.,Muguruza G.,8,28,4365,1535
Female,Hard,Lepchenko V.,Vickery S.,59,193,932,292
Female,Hard,Petkovic A.,Williams V.,18,25,2460,1726
Female,Hard,Williams S.,Ivanovic A.,1,11,9231,3660
Female,Hard,Williams S.,Petkovic A.,1,18,9231,2460
Female,Hard,Kerber A.,Lepchenko V.,8,59,4365,932
Female,Hard,Williams S.,Kerber A.,1,8,9231,4365
Female,Hard,Kuznetsova S.,Hercog P.,26,72,1646,806
Female,Hard,King V.,Abanda F.,76,214,740,269
Female,Hard,Kuwata H.,Riske A.,200,46,280,1121
Female,Hard,Rogers S.,Cornet A.,121,21,493,2075
Female,Hard,Townsend T.,Goerges J.,143,92,421,650
Female,Hard,Nara K.,Keys M.,40,27,1248,1545
Female,Hard,Cirstea S.,Bertens K.,35,77,1351,736
Female,Hard,Diyas Z.,Black T.A.,53,718,999,28
Female,Hard,Mladenovic K.,Safarova L.,78,17,735,2675
Female,Hard,Erakovic M.,Pliskova Kr.,82,96,689,630
Female,Hard,Makarova E.,Rybarikova M.,20,37,2380,1345
Female,Hard,Pavlyuchenkova A.,Razzano V.,24,116,1890,509
Female,Hard,Jovanovski B.,Rogowska O.,36,104,1350,556
Female,Hard,Mchale C.,Stephens S.,50,22,1045,2050
Female,Hard,Davis L.,Peng S.,43,41,1140,1175
Female,Hard,Flipkens K.,Watson H.,47,56,1110,980
Female,Hard,Erakovic M.,Rogers S.,82,121,689,493
Female,Hard,Nara K.,Diyas Z.,40,53,1248,999
Female,Hard,Mladenovic K.,Townsend T.,78,143,735,421
Female,Hard,Jovanovski B.,Cirstea S.,36,35,1350,1351
